company_id,Company_Name,Founded,Type_of_ownership,Size_employee,Industry_id
1117,Boston University,1839,College / University,10000,23
1118,KBR,1901,Company - Public,10000,31
1119,Freyr,-1,Company - Private,1000,19
1120,Grand Circle LLC,1958,Company - Private,1000,88
1121,HaystackID,-1,Company - Private,50,19
1122,Lowell General Hospital,1891,Hospital,5000,2
1123,"Wellington Management Company, LLP",1979,Company - Private,5000,4
1124,Takeda,1781,Company - Public,10000,29
1125,Mass General Brigham,1994,Nonprofit Organization,10000,2
1126,Hopjump,2012,Company - Private,50,88
1127,RISK STRATEGIES COMPANY,1997,Company - Private,5000,73
1128,NTT DATA Corporation,1967,Company - Public,10000,15
1129,CEI Group,1983,Company - Private,50,15
1130,Global Partners LP,1933,Company - Public,5000,62
1131,Odyssey Systems,1997,Company - Private,1000,19
1132,Tufts Medical Center,1796,Company - Private,5000,2
1133,Boston Conservatory,1998,College / University,500,23
1134,Professional Staffing Group,1996,Company - Private,200,12
1135,"HarborOne Bancorp, Inc.",1917,Company - Private,500,10
1136,Verisk Analytics,1971,Company - Public,10000,5
1137,MathWorks,1984,Company - Private,10000,11
1138,Dana-Farber Cancer Institute,1947,Nonprofit Organization,5000,2
1139,UniFirst,1936,Company - Public,10000,89
1140,Boston Children's Hospital,1869,Nonprofit Organization,10000,2
1141,AVID Technical Resources,2003,Company - Private,200,12
1142,NTT DATA SERVICES,1967,Company - Public,10000,15
1143,ADPI LLC,-1,Company - Private,50,19
1144,Suffolk University,1906,College / University,1000,23
1145,Brigham and Women's Hospital,1996,Subsidiary or Business Segment,10000,2
1146,Bridge Over Troubled Waters,-1,Nonprofit Organization,50,1
1147,South Shore Health System,1922,Nonprofit Organization,5000,2
1148,Beth Israel Lahey Health,2012,Hospital,10000,2
1149,Lahey Health,1958,Nonprofit Organization,5000,2
1150,Partners Healthcare System,1994,Nonprofit Organization,10000,2
1151,Kennison & Associates,-1,Company - Private,50,12
1152,IT Trailblazers,-1,Company - Private,200,19
1153,Federal Reserve Bank of Boston,1914,Nonprofit Organization,5000,10
1154,NEPC,1986,Company - Private,500,4
1155,University of Massachusetts Medical School,1962,College / University,10000,23
1156,Financial Recovery Technologies,2008,Company - Private,200,51
1157,ProClinical,2005,Company - Private,200,12
1158,Massachusetts Institute of Technology,1861,College / University,10000,23
1159,Partners in Health,1987,Nonprofit Organization,10000,1
1160,State Street Corporation,1792,Company - Public,10000,4
1161,Aite Group,2005,Company - Private,200,5
1162,AstraZeneca,1913,Company - Public,10000,29
1163,Sanofi,1973,Company - Public,10000,29
1164,Olmstead Associates,1994,Company - Private,50,19
1165,Department of Elementary and Secondary Education,1780,Government,10000,74
1166,Abiomed,1981,Company - Public,5000,29
1167,Exec Office of Technology Services and Security,1780,Government,10000,74
1168,People's United Bank,1842,Company - Public,5000,4
1169,"Oncology Analytics, Inc.",2009,Company - Private,200,2
1170,Boston Medical Center,1996,Nonprofit Organization,5000,2
1171,Steward Health Care,-1,Hospital,10000,2
1172,Raytheon Missiles & Defense,2020,Subsidiary or Business Segment,10000,38
1173,South Shore Health,1979,Company - Private,1000,2
1174,Department of Environmental Protection,1780,Government,10000,74
1175,Home Health Foundation,1896,Nonprofit Organization,1000,2
1176,Laboure College Inc.,-1,College / University,,23
1177,Sun Life,1865,Company - Public,10000,20
1178,PTC,1985,Company - Public,10000,11
1179,Alpha Consulting Corp.,1994,Company - Private,500,12
1180,Spaulding Rehabilitation Hospital,1996,Nonprofit Organization,5000,2
1181,Sun Life Financial,-1,Company - Private,500,20
1182,Chelsea Jewish Lifecare,1919,Nonprofit Organization,1000,1
1183,Yesway,2014,Company - Public,500,32
1184,TotalMed Staffing,2005,Company - Private,500,2
1185,Urban Science,1977,Company - Private,1000,15
1186,AllianceBernstein,1967,Company - Public,5000,4
1187,IHS Markit,2016,Company - Public,10000,19
1188,"BluWave, LP",-1,Company - Private,200,13
1189,Asurion,1994,Company - Private,10000,15
1190,iHeartRadio,1972,Company - Public,10000,90
1191,Tractor Supply,1938,Company - Public,10000,77
1192,RePublic Schools,2011,School / School District,200,48
1193,Randstad Technologies,-1,Subsidiary or Business Segment,5000,12
1194,Tractor Supply Co,1938,Company - Public,10000,77
1195,Citius Tech,2005,Company - Private,5000,15
1196,Marcum LLP,1951,Company - Private,5000,18
1197,eviCore healthcare,1992,Company - Public,10000,2
1198,Clover Health,2013,Company - Private,1000,2
1199,SJS,-1,Company - Private,200,14
1200,Vanderbilt University Medical Center,1874,Nonprofit Organization,10000,2
1201,Community Health Systems,1985,Company - Public,10000,2
1202,Plante Moran,1924,Company - Private,5000,18
1203,General Motors,1908,Company - Public,10000,91
1204,Lochbridge,1973,Company - Private,5000,15
1205,FLAGSTAR BANK,1987,Company - Public,5000,10
1206,Ford Motor Company,1903,Company - Public,10000,91
1207,Dataspace,1994,Company - Private,50,15
1208,Michigan Health Plan,1984,Company - Public,10000,20
1209,Graham Healthcare Group,2016,Company - Private,200,2
1210,Common Ground,-1,Company - Private,50,14
1211,Beaumont Health,2014,Hospital,10000,2
1212,Advantasure,-1,Company - Private,1000,24
1213,ICONMA,2000,Company - Private,5000,12
1214,Detroit Public Schools,-1,School / School District,10000,37
1215,Ally Financial,1919,Company - Public,10000,4
1216,MICHIGAN CONFERENCE OF TEAMSTERS WELFARE FUND,-1,Nonprofit Organization,200,14
1217,"Accident Fund Holdings, Inc",1994,Subsidiary or Business Segment,5000,20
1218,Neapco,1924,Company - Private,5000,50
1219,Emergent Holdings,-1,Subsidiary or Business Segment,5000,20
1220,Synergy Computer Solutions,1995,Company - Private,50,15
1221,Santa Fe Public Schools,-1,School / School District,5000,48
1222,Ally,-1,Self-employed,50,14
1223,Beaumont Hospital,1985,Company - Private,5000,14
1224,Gtech Services,-1,Company - Private,50,14
1225,State of Oklahoma,1990,Government,10000,74
1226,Integris Health,1983,Nonprofit Organization,10000,2
1227,University of Oklahoma,1890,College / University,10000,23
1228,Centuria Corporation,-1,Company - Private,200,15
1229,Pyramid Consulting,1996,Company - Private,5000,11
1230,JMA Solutions,2005,Company - Private,200,16
1231,Nike,1972,Company - Public,10000,35
1232,Serverlogic,1992,Company - Private,50,15
1233,Oregon Child Development Coalition,1971,Nonprofit Organization,500,1
1234,Edgelink,2003,Company - Private,50,12
1235,ASML,1984,Company - Public,10000,64
1236,Biotronik,-1,Company - Public,,14
1237,Themesoft Inc,2004,Company - Private,200,15
1238,DaBella,2011,Company - Private,500,53
1239,AZAD Technology Partners,1992,Company - Private,,15
1240,ODS Companies,-1,Company - Private,200,34
1241,Lifeline Connections,-1,Nonprofit Organization,200,2
1242,Native American Rehabilitation Association (NARA),1970,Nonprofit Organization,200,1
1243,"BizTek People, Inc.",2010,Company - Private,200,19
1244,Peopleforce INC,2013,Company - Private,50,12
1245,Banfield Pet Hospital,1955,Company - Private,10000,2
1246,PHSA,2001,Nonprofit Organization,10000,2
1247,Credit One Bank,1984,Company - Private,1000,9
1248,EOK Technologies Inc,-1,Company - Private,50,15
1249,St. Jude Children's Research Hospital,1962,Nonprofit Organization,5000,2
1250,Porter-Leath,1850,Nonprofit Organization,1000,37
1251,Cooper Pest Solutions,1955,Company - Private,200,7
1252,University of Tennessee,1794,College / University,10000,23
1253,Terminix,1986,Subsidiary or Business Segment,10000,7
1254,Mississippi Baptist Health Systems,-1,Hospital,5000,2
1255,Baptist Memorial Health Care,1912,Nonprofit Organization,10000,2
1256,First Horizon,1864,Subsidiary or Business Segment,10000,4
1257,AmeriCorps,-1,Government,5000,16
1258,University of Tennessee Health Science Center,-1,College / University,10000,23
1259,Techlink Systems,1998,Company - Private,500,15
1260,El Toro,2013,Company - Private,200,3
1261,Vivid Impact,-1,Company - Public,200,8
1262,Papa John's,1984,Company - Public,10000,92
1263,AIG,1919,Company - Public,10000,20
1264,Knipper,-1,Company - Private,1000,8
1265,Heartland Payment Systems,1997,Subsidiary or Business Segment,5000,51
1266,Rawlings Group,1977,Company - Private,5000,73
1267,Remedi SeniorCare,2002,Company - Private,5000,2
1268,T. Rowe Price,1937,Company - Public,10000,4
1269,Emergent BioSolutions,1998,Company - Public,5000,29
1270,CORMAC,2002,Company - Private,50,11
1271,TekPartners,2002,Subsidiary or Business Segment,1000,12
1272,The Amynta Group,-1,Company - Private,200,24
1273,Mercy Health Services,1874,Hospital,5000,2
1274,"RELI Group, Inc.",2013,Company - Private,500,16
1275,The Maxfield Group,-1,Company - Private,50,14
1276,Zolon Tech Solutions Inc.,1998,Company - Private,500,15
1277,BITHGROUP,-1,Company - Private,50,15
1278,Medifast,1980,Company - Public,1000,21
1279,Powersolv,1995,Company - Private,50,15
1280,Crossfire Consulting,-1,Company - Private,200,19
1281,"Vistronix, Inc.",1990,Company - Private,1000,15
1282,Analytica,2009,Company - Private,200,15
1283,University of Maryland Medical System,1984,Other Organization,10000,2
1284,IDS International,2006,Company - Private,200,27
1285,SURVICE Engineering Company,1981,Company - Private,500,38
1286,Hepco,1973,Company - Private,500,18
1287,FREEDOM CONSULTING GROUP,2004,Company - Private,200,15
1288,Vheda Health,2013,Company - Private,50,2
1289,Vision,-1,Company - Private,500,8
1290,Mind Over Machines,1989,Private Practice / Firm,200,15
1291,AT&T,1983,Company - Public,10000,43
1292,"Versar, Inc.",1969,Company - Private,500,39
1293,Outreach Process Partners,-1,Company - Private,50,14
1294,By Light Professional IT Services,2002,Company - Private,1000,15
1295,St. Agnes Healthcare,1999,Nonprofit Organization,10000,2
1296,"Vision Technology Services, LLC",2001,Subsidiary or Business Segment,200,12
1297,Energetics,-1,Subsidiary or Business Segment,200,19
1298,By Light Professional IT Services LLC,2002,Company - Private,1000,15
1299,Flash Technology Group LLC,-1,Contract,50,15
1300,CenCore LLC,2010,Company - Private,200,16
1301,Associated Bank,1870,Company - Public,5000,10
1302,ADVENT,2004,Company - Private,200,2
1303,Ageatia Technology Consultancy Services,2002,Company - Private,200,12
1304,Prolim Global,2005,Company - Private,500,24
1305,MillerCoors,-1,Subsidiary or Business Segment,10000,40
1306,Heartland Business Systems,1994,Company - Private,1000,39
1307,Master Lock,1921,Subsidiary or Business Segment,5000,35
1308,MARS Solutions Group,-1,Company - Private,50,19
1309,Northwestern Mutual,1857,Company - Private,10000,6
1310,Molson Coors,1774,Company - Public,10000,40
1311,Codeworks L.L.C,-1,Company - Private,500,11
1312,City of Albuquerque,1706,Company - Private,10000,52
1313,Segue Technologies Inc,1997,Company - Private,200,15
1314,MHC Healthcare,1957,Nonprofit Organization,500,2
1315,Horizon Health and Wellness,-1,Nonprofit Organization,1000,14
1316,VSP,1955,Nonprofit Organization,5000,20
1317,Caltrans,1970,Government,10000,74
1318,PTP,2004,Company - Private,200,15
1319,HHS Technology Group,-1,Company - Private,200,14
1320,California Department of Health Services,1998,Government,5000,74
1321,Amerit Consulting,2002,Company - Private,200,74
1322,MMC Group,1993,Company - Private,1000,19
1323,VSP Global,1955,Company - Private,5000,2
1324,Magellan Health,1969,Company - Public,10000,2
1325,Wollborg Michelson Recruiting,1973,Company - Private,500,12
1326,California Prison Health Care Services,-1,Company - Public,50,74
1327,Tri Counties Bank,1975,Company - Public,1000,4
1328,Dell Technologies,1984,Company - Public,10000,15
1329,McKenney's Inc.,-1,Company - Private,1000,39
1330,InComm,1992,Company - Private,5000,51
1331,Forward Air,1981,Company - Public,5000,75
1332,United Parcel Service (UPS),-1,Subsidiary or Business Segment,50,93
1333,UPS,1907,Company - Public,10000,60
1334,Atlanta Public Schools,-1,School / School District,10000,23
1335,KARNA,2008,Company - Private,50,15
1336,Cardlytics,2008,Company - Public,500,8
1337,TowerPoint,-1,Company - Private,200,54
1338,"Graphic Packaging International, Inc.",1995,Company - Public,10000,36
1339,Emory University,1974,College / University,10000,23
1340,UCB,-1,Company - Public,10000,29
1341,T-Mobile,2001,Company - Public,10000,43
1342,RELX Group,1880,Company - Public,10000,24
1343,CTOON,-1,Subsidiary or Business Segment,500,17
1344,Q2 Solutions,2015,Company - Private,5000,29
1345,CharterUP,2017,Company - Private,200,3
1346,State of Georgia,-1,Government,10000,74
1347,HD Supply,2007,Company - Public,10000,53
1348,Gwinnett County,1818,Government,5000,16
1349,GAP Solutions Inc. (GAPSI),1999,Company - Private,1000,19
1350,"Maximus, Inc.",1975,Company - Public,10000,12
1351,Warner Media LLC,2003,Subsidiary or Business Segment,10000,17
1352,Focus,-1,Company - Private,200,3
1353,LexisNexis Risk Solutions,2000,Company - Public,5000,19
1354,USAN,1989,Company - Private,200,11
1355,McKinsey & Company,1926,Company - Private,10000,19
1356,Calendly,2013,Company - Private,200,11
1357,Forward Air Solutions,-1,Company - Private,50,49
1358,Target MarkeTeam,-1,Company - Private,50,8
1359,alight,2017,Company - Private,10000,19
1360,Zep,2001,Company - Public,5000,46
1361,Intercontinental Exchange,2000,Company - Public,5000,4
1362,Georgia Tech Research Institute,1943,Subsidiary or Business Segment,5000,5
1363,Townsend,-1,Company - Private,200,2
1364,Ole Mexican Foods,1987,Company - Private,1000,40
1365,Voya Financial,2013,Company - Public,10000,4
1366,Graphic Packaging,1995,Company - Public,10000,36
1367,Method360,2000,Company - Private,200,15
1368,"InfoMart, Inc.",1989,Company - Private,200,7
1369,"Townsend & Associates, Inc.",1999,Company - Public,200,12
1370,Logisticare,1994,Company - Public,5000,49
1371,Axis Capital Holdings,2001,Company - Public,5000,20
1372,MaxisIT,2004,Company - Private,500,11
1373,IQVIA,2017,Company - Public,10000,29
1374,"PRIMUS Global Services Inc.,",2002,Company - Private,1000,19
1375,Quest Analytics,2003,Company - Private,200,11
1376,Imperial PFS,1977,Company - Private,1000,4
1377,Security Benefit,1891,Company - Private,5000,4
1378,Black & Veatch,1915,Company - Private,10000,39
1379,Honeywell,1885,Company - Public,10000,11
1380,Cerner,1979,Company - Public,10000,11
1381,WellSky,1980,Company - Private,5000,11
1382,GavinHeath,2015,Company - Private,50,12
1383,Occam Solutions,-1,Company - Private,50,19
1384,ASRC Federal,2003,Company - Private,10000,38
1385,NorthStar Financial Services Group LLC,2003,Company - Private,1000,51
1386,Kiewit Corporation,1884,Company - Private,10000,53
1387,First National Bank of Omaha,1857,Company - Private,5000,4
1388,Orion Advisor Technology,1999,Company - Private,500,19
1389,Bank of the West,1874,Subsidiary or Business Segment,10000,10
1390,BNP Paribas,-1,Company - Public,,14
1391,Aureus Group,1969,Company - Private,1000,12
1392,Red Hat,1993,Company - Public,10000,11
1393,Epic Games,1991,Company - Private,5000,25
1394,Aptar Group,1993,Company - Public,10000,36
1395,Certara,-1,Company - Private,1000,29
1396,PennyMac,2008,Company - Public,5000,9
1397,iTalent Digital,2005,Company - Private,500,19
1398,Keylent,-1,Unknown,50,14
1399,Blue Cross and Blue Shield of North Carolina,1933,Company - Private,5000,20
1400,Beacon Hill Staffing Group,2000,Company - Private,1000,12
1401,State of North Carolina,-1,Government,10000,74
1402,Radeas,-1,Company - Private,200,2
1403,Kairos Technologies,2003,Company - Private,200,15
1404,"DISYS - Digital Intelligence Systems, LLC",1994,Company - Private,5000,15
1405,IntraHealth International,1979,Nonprofit Organization,1000,1
1406,Carillon Assisted Living,1996,Company - Private,1000,2
1407,Gravity IT Resources,2014,Company - Private,50,15
1408,"IntellecTechs, Inc.",2008,Company - Private,500,16
1409,VF Corporation,1889,Company - Public,10000,47
1410,Volt,-1,Company - Public,,14
1411,Ascent Services Group,2000,Company - Private,5000,12
1412,Reperio Human Capital Inc.,2011,Company - Private,50,12
1413,HireNetworks,2001,Company - Private,50,12
1414,NetApp,1992,Company - Public,10000,24
1415,LUXOFT USA INC,2000,Company - Public,10000,15
1416,Mindteck,1991,Company - Public,5000,15
1417,Infinity Consulting Solutions,2001,Company - Private,1000,12
1418,Fidelity Investments,1946,Company - Private,10000,4
1419,Alcora Corporation,-1,Company - Private,200,14
1420,Alliance Laundry,1908,Company - Private,5000,89
1421,UBoxes,-1,Company - Private,50,14
1422,Southern Glazer's Wine & Spirits,1968,Company - Private,10000,58
1423,Chewy,2011,Company - Public,10000,69
1424,Baptist Health South Florida,1960,Nonprofit Organization,10000,2
1425,Bayview Financial,1974,Company - Private,5000,4
1426,Bayview Asset Management,1995,Company - Private,5000,4
1427,Baptist Health,1963,Nonprofit Organization,5000,2
1428,Lakeview Loan Servicing,-1,Company - Private,50,4
1429,MobilityWare,1990,Company - Private,200,25
1430,Edwards Lifesciences,1958,Company - Public,10000,56
1431,BlueLabs,-1,Company - Private,50,5
1432,"Quiksilver, Inc.",1969,Company - Private,10000,47
1433,CalOptima,1993,Government,5000,74
1434,Boardriders,-1,Company - Private,10000,14
1435,Evriholder Products,-1,Company - Private,200,35
1436,JMAC Lending,1998,Company - Private,200,9
1437,Marquee Staffing,1989,Company - Private,50,12
1438,"Dave, Inc.",2016,Company - Private,50,10
1439,Weedmaps,2008,Company - Private,500,3
1440,Platinum Resource Group,2008,Company - Private,50,12
1441,UC Irvine Health,1976,Hospital,5000,2
1442,"Montrose Environmental Group, Inc.",2012,Company - Private,5000,19
1443,"ReqRoute,Inc",-1,Company - Private,50,12
1444,Prospect Medical,1996,Hospital,10000,2
1445,Alta Hospitals System,1996,Hospital,5000,2
1446,CHOC Children's,1964,Nonprofit Organization,5000,2
1447,Prospect Medical Holdings,1996,Hospital,10000,2
1448,Nihon Kohden,1979,Company - Private,500,29
1449,Prospect Medical Systems,-1,Company - Private,1000,2
1450,Pacific Life,1868,Company - Private,5000,20
1451,Dogwood Management Partners,-1,Company - Public,200,14
1452,Sumitomo Drive Technologies,-1,Subsidiary or Business Segment,5000,64
1453,"The Squires Group, Inc",1995,Company - Private,200,15
1454,Eastern Virginia Medical School,1964,College / University,5000,23
1455,Human Solutions Inc,1997,Company - Private,5000,38
1456,Epsilon Systems Inc,1998,Company - Private,1000,42
1457,Diversant LLC,2005,Company - Private,5000,12
1458,AMI Network,2010,Company - Private,50,12
1459,Boyd Company,1998,Company - Private,10000,36
1460,Bright Health,2015,Company - Private,500,2
1461,Hennepin County,1852,Government,10000,74
1462,University of Minnesota,1851,College / University,10000,23
1463,Medica,1991,Nonprofit Organization,5000,20
1464,Sezzle,2016,Company - Public,200,3
1465,University of St. Thomas,1885,College / University,5000,23
1466,Meadows Group,1995,Nonprofit Organization,200,2
1467,Target,1962,Company - Public,10000,80
1468,Korn/Ferry International,1969,Company - Public,10000,19
1469,Infinite Computing Systems,1997,Company - Private,500,24
1470,Ovative Group,2009,Company - Private,200,8
1471,Aon,1892,Company - Public,10000,73
1472,"AMS Staffing, Inc.",-1,Company - Private,50,14
1473,C.H. Robinson,1905,Company - Public,10000,60
1474,"Patterson Companies, Inc.",1877,Company - Public,10000,58
1475,CHS Inc.,1929,Company - Public,10000,94
1476,State Of Minnesota,1967,Government,10000,74
1477,VIVA USA,1996,Company - Private,200,15
1478,Hy-Vee,1930,Company - Private,10000,68
1479,Bluestone Physician Services,2006,Company - Private,500,2
1480,TriCom Technical Services,1994,Company - Private,200,12
1481,Be The Match,1987,Nonprofit Organization,1000,2
1482,Cognizant Technology Solutions,1994,Company - Public,10000,14
1483,Tanson Corp,-1,Company - Public,,14
1484,Net2Source Inc.,2007,Company - Private,5000,12
1485,JoCo,2006,Company - Private,200,12
1486,Kruse Staffing,-1,Company - Private,200,14
1487,Community Health Connection,-1,Nonprofit Organization,50,2
1488,Quest Integrity,1996,Company - Public,500,62
1489,PwC,1998,Company - Private,10000,18
1490,Ability Network,2000,Company - Public,500,11
1491,AACSB International,1916,Nonprofit Organization,200,59
1492,H. Lee Moffitt Cancer Center & Research Institute,1984,Hospital,10000,2
1493,affinitiv,2016,Company - Private,500,8
1494,ESolutions Inc,1999,Company - Private,500,15
1495,BayCare Health System,1997,Nonprofit Organization,10000,2
1496,Maxar Technologies,-1,Company - Public,10000,38
1497,Morton Plant Hospital,1916,Hospital,5000,2
1498,Mindlance,1999,Company - Private,5000,12
1499,Health Services Advisory Group,1979,Company - Private,500,2
1500,Raymond James Financial,1962,Company - Public,10000,6
1501,Pozent,-1,Contract,50,14
1502,"Metis Solutions, LLC",2010,Company - Private,500,38
1503,Eliassen Group,1989,Company - Private,5000,12
1504,Intecon,1999,Company - Private,200,38
1505,Alion Science & Technology,2001,Company - Private,5000,5
1506,Axelon Services Corporation,-1,Company - Private,1000,12
1507,Bristol-Myers Squibb,1858,Company - Public,10000,29
1508,Webstaurantstore,2004,Company - Private,5000,32
1509,ApTask,2010,Company - Private,500,15
1510,Far Ridgeline Engagements Inc,-1,Company - Private,200,52
1511,METIS Solutions,2010,Company - Private,500,38
1512,Far Ridgeline Engagements,-1,Company - Private,200,52
1513,St Pete College,1927,Nonprofit Organization,5000,23
1514,Checkers & Rally's Drive-In Restaurants,1985,Company - Private,5000,92
1515,On Call Staffing,-1,Company - Private,200,8
1516,iSeatz,1999,Company - Private,200,24
1517,Healthcare Finance Direct,2009,Company - Private,200,51
1518,Kern County Superintendent of Schools,-1,School / School District,5000,37
1519,Preformed Line Products Company,1947,Company - Public,5000,95
1520,Medical Mutual of Ohio,1945,Nonprofit Organization,5000,20
1521,Applied Industrial Technologies,1923,Company - Public,10000,58
1522,USG Corporation,1901,Company - Private,10000,95
1523,University Hospitals,1863,Nonprofit Organization,10000,2
1524,Greater Cleveland Regional Transit Authority,-1,Government,5000,96
1525,Broadridge Financial Solutions,2007,Company - Public,10000,51
1526,TCL North America,1981,Company - Public,10000,97
1527,ReleasePoint,1971,Company - Private,200,5
1528,The Wonderful Company,1980,Company - Private,10000,35
1529,Accurate Background LLC,1997,Company - Private,1000,12
1530,"NTT Data Services, Inc.",-1,Company - Private,500,18
1531,"CIty and County of Honolulu, Hawaii",1907,Government,10000,52
1532,Queen's Health Systems,-1,Nonprofit Organization,5000,2
1533,Child and Family Service,1899,Company - Private,500,21
1534,"Dynamic Planning & Response, LLC.",-1,Company - Private,50,14
1535,Lynker Technologies,2007,Company - Private,200,24
1536,The Buffalo Group,2010,Company - Private,1000,15
1537,Wahiawa General Hospital,1944,Hospital,1000,2
1538,Inland Empire Health Plan,1996,Company - Public,5000,2
1539,Hired By Matrix,1986,Company - Private,500,12
1540,Loma Linda University Medical Center,1967,Nonprofit Organization,10000,2
1541,Texas Health and Human Services Commission,1912,Government,10000,74
1542,Health Plan of San Joaquin,1996,Nonprofit Organization,500,2
1543,"Animal Health International, Inc.",1989,Company - Private,200,69
1544,DatamanUSA,-1,Company - Private,200,15
1545,Solutran,1982,Company - Private,200,51
1546,AtriCure,2000,Company - Public,1000,56
1547,UC HEALTH LLC,-1,Nonprofit Organization,10000,2
1548,The Engine Group,-1,Company - Private,1000,8
1549,Von Lehman and Co,1946,Company - Private,200,18
1550,Medpace,1992,Company - Public,5000,29
1551,Cinfed Credit Union,-1,Company - Public,200,14
1552,ADM,-1,Company - Public,,14
1553,Envision LLC,1994,Company - Private,500,12
1554,"LockerDome, Inc.",2008,Company - Private,200,3
1555,"Denken Solutions, Inc.",2010,Company - Private,500,15
1556,Edward Jones - Home Office,1922,Company - Private,10000,4
1557,MilliporeSigma,2014,Subsidiary or Business Segment,10000,29
1558,Bayer,1863,Company - Private,10000,29
1559,Emerson Electric Co,1890,Company - Public,10000,64
1560,Denken Solutions,2010,Company - Private,500,15
1561,Time Warner Cable,2003,Subsidiary or Business Segment,10000,17
1562,Washington University in St. Louis,1853,College / University,10000,23
1563,Ameren,1904,Company - Public,10000,34
1564,National Geospatial-Intelligence Agency,1996,Government,10000,38
1565,EMD Millipore,1668,Subsidiary or Business Segment,10000,29
1566,Bayer AG,-1,Company - Public,,14
1567,Merck KGaA,1668,Company - Public,10000,29
1568,Reliv International,1988,Company - Public,500,29
1569,UNCOMN LLC,2010,Company - Private,200,19
1570,VantageLinks,2006,Company - Private,200,15
1571,"CNET Global Solutions, INC",-1,Company - Private,500,15
1572,ARCO the Design/Build Experts,1992,Company - Private,5000,53
1573,Guarantee Electrical,1945,Company - Private,1000,53
1574,"UNCOMN, LLC",2010,Company - Private,200,19
1575,neteffects,1995,Company - Private,200,11
1576,Unisys Federal,1886,Company - Public,10000,15
1577,Hussmann,1906,Company - Private,10000,36
1578,Applet Systems,-1,Company - Private,50,11
1579,LevelUP HCS,2012,Company - Private,200,12
1580,"Sawdey Solution Services, Inc.",2001,Company - Public,500,38
1581,Metro Systems Inc,2005,Company - Private,500,12
1582,Adaptive Solutions Group,2002,Company - Private,200,12
1583,FHLBank Pittsburgh,1932,Company - Private,500,10
1584,Oxford Solutions,1998,Company - Private,50,12
1585,University of Pittsburgh,1787,College / University,10000,23
1586,Login Consulting Services Inc.,-1,Company - Private,200,19
1587,Babel Health,2014,Company - Private,50,24
1588,Highmark Health,-1,Nonprofit Organization,10000,2
1589,UPMC,1982,Nonprofit Organization,10000,2
1590,"Pyramid Consulting Group, Inc",-1,Company - Private,50,19
1591,SSI,1978,Company - Private,50,11
1592,pddninc.net,-1,Company - Private,200,21
1593,Novus Group,-1,Company - Private,200,12
1594,Crown Castle,1994,Company - Public,5000,43
1595,"Novus Group, LLC",-1,Subsidiary or Business Segment,200,8
1596,84 Lumber,1956,Company - Private,10000,7
1597,"Federated Hermes, Inc.",1955,Company - Public,5000,4
1598,North Carolina A&T State University,-1,College / University,5000,23
1599,Rockingham County,1976,Government,5000,52
1600,MedCost LLC,1984,Company - Public,500,73
1601,Celerion,2010,Company - Private,5000,29
1602,University of Nebraska–Lincoln,1869,College / University,500,23
1603,GCI,1979,Company - Public,5000,81
1604,Peoplefun,-1,Company - Private,50,71
1605,Evolve Mortgage Services,-1,Contract,200,14
1606,MoneyGram International,1940,Company - Public,5000,51
1607,Paylocity,1997,Company - Public,5000,24
1608,"TekEdge Solution,Inc.",2018,Company - Public,50,12
1609,City of Altamonte Springs,-1,Government,500,52
1610,Conexess,-1,Company - Private,200,18
1611,Unissant,2006,Company - Private,200,15
1612,McGaw.io,2014,Company - Private,50,19
1613,AssuredPartners,2011,Company - Private,5000,73
1614,Club Assist US LLC,1991,Company - Private,500,59
1615,ADP,1949,Company - Public,10000,19
1616,City of New York,1625,Government,10000,52
1617,Joules Limited,1989,Company - Public,50,47
1618,Riviera Consulting,-1,Company - Private,50,15
1619,Northbound Search,2010,Company - Private,50,12
1620,NYU Langone,1841,Hospital,10000,2
1621,CDS Logistics,-1,Company - Private,200,60
1622,"Universal Technical Resource Services, Inc.",-1,Government,500,15
1623,Highbridge Consulting LLC,-1,Company - Private,50,14
1624,DataFactZ,2002,Company - Private,1000,15
1625,Knowledgent,2009,Company - Private,50,19
1626,KVRA Tech Inc,2012,Company - Private,200,19
1627,Strategic Employment,2006,Company - Private,200,12
1628,New York City Taxi and Limousine Commission,1971,Government,1000,52
1629,The Walt Disney Company,1923,Company - Public,10000,13
1630,Sumitomo Mitsui Banking Corporation,1996,Company - Public,10000,4
1631,Sabert,1983,Company - Private,5000,36
1632,Durlston Partners,2010,Company - Private,50,12
1633,Kiss Products,1989,Company - Private,1000,35
1634,Redefined Corp,-1,Company - Private,200,19
1635,"Agile Global Solutions, Inc",2003,Company - Private,200,15
1636,Global Technology Associates,-1,Contract,500,15
1637,Software Guidance & Assistance,1981,Company - Private,200,12
1638,Aspen Insurance,-1,Company - Public,5000,20
1639,Dentsu Aegis Network,-1,Company - Public,10000,8
1640,Seqirus,2015,Company - Public,5000,29
1641,Sunrise Systems Inc,1990,Company - Private,1000,15
1642,Red Hat Inc.,1993,Company - Public,10000,11
1643,UNC Chapel Hill,1789,College / University,10000,23
1644,INC Research,2017,Company - Public,10000,29
1645,UNC Health Care,-1,Hospital,10000,2
1646,ProMedica,1986,Nonprofit Organization,10000,2
1647,Do It Best Corp,-1,Company - Private,5000,77
1648,Intelligent Waves LLC,2006,Company - Private,500,24
1649,Blue Cross and Blue Shield of Vermont,1980,Nonprofit Organization,500,20
1650,Parsons Corporation,1944,Company - Public,10000,15
